duo,name,season,number_in_season,word_count
Homer vs Bart,Homer Simpson,3,2,8
Homer vs Bart,Bart Simpson,3,2,9
Homer vs Bart,Homer Simpson,3,2,2
Homer vs Bart,Homer Simpson,3,2,2
Homer vs Bart,Homer Simpson,3,2,3
Homer vs Bart,Homer Simpson,3,2,9
Homer vs Bart,Homer Simpson,3,2,4
Homer vs Bart,Homer Simpson,3,2,4
Homer vs Bart,Homer Simpson,3,2,2
Homer vs Bart,Bart Simpson,3,2,7
Homer vs Bart,Bart Simpson,3,2,7
Homer vs Bart,Homer Simpson,3,2,11
Homer vs Bart,Bart Simpson,3,2,11
Homer vs Bart,Bart Simpson,3,2,5
Homer vs Bart,Bart Simpson,3,2,3
Homer vs Bart,Homer Simpson,3,2,10
Homer vs Bart,Homer Simpson,3,2,4
Homer vs Bart,Bart Simpson,3,2,5
Homer vs Bart,Bart Simpson,3,2,5
Homer vs Bart,Homer Simpson,3,2,4
Homer vs Bart,Homer Simpson,3,2,3
Homer vs Bart,Bart Simpson,3,2,12
Homer vs Bart,Homer Simpson,3,3,3
Homer vs Bart,Homer Simpson,3,3,6
Homer vs Bart,Homer Simpson,3,3,7
Homer vs Bart,Homer Simpson,3,3,25
Homer vs Bart,Homer Simpson,3,3,14
Homer vs Bart,Homer Simpson,3,3,32
Homer vs Bart,Homer Simpson,3,3,61
Homer vs Bart,Homer Simpson,3,3,7
Homer vs Bart,Homer Simpson,3,3,11
Homer vs Bart,Bart Simpson,3,3,2
Homer vs Bart,Bart Simpson,3,3,7
Homer vs Bart,Homer Simpson,3,3,3
Homer vs Bart,Bart Simpson,3,3,3
Homer vs Bart,Homer Simpson,3,3,13
Homer vs Bart,Homer Simpson,3,3,4
Homer vs Bart,Homer Simpson,3,3,9
Homer vs Bart,Homer Simpson,3,3,12
Homer vs Bart,Homer Simpson,3,3,1
Homer vs Bart,Homer Simpson,3,3,3
Homer vs Bart,Homer Simpson,3,3,3
Homer vs Bart,Homer Simpson,3,3,1
Homer vs Bart,Homer Simpson,3,3,1
Homer vs Bart,Homer Simpson,3,3,1
Homer vs Bart,Homer Simpson,3,3,12
Homer vs Bart,Homer Simpson,3,3,1
Homer vs Bart,Homer Simpson,3,3,4
Homer vs Bart,Homer Simpson,3,3,2
Homer vs Bart,Homer Simpson,3,3,15
Homer vs Bart,Homer Simpson,3,3,6
Homer vs Bart,Homer Simpson,3,3,3
Homer vs Bart,Bart Simpson,3,3,7
Homer vs Bart,Bart Simpson,3,3,7
Homer vs Bart,Homer Simpson,3,3,14
Homer vs Bart,Bart Simpson,3,3,14
Homer vs Bart,Homer Simpson,3,3,19
Homer vs Bart,Homer Simpson,3,3,6
Homer vs Bart,Homer Simpson,3,7,4
Homer vs Bart,Homer Simpson,3,3,4
Homer vs Bart,Homer Simpson,3,3,6
Homer vs Bart,Bart Simpson,3,3,19
Homer vs Bart,Bart Simpson,3,3,14
Homer vs Bart,Bart Simpson,3,3,8
Homer vs Bart,Bart Simpson,3,3,9
Homer vs Bart,Bart Simpson,3,3,11
Homer vs Bart,Homer Simpson,3,3,18
Homer vs Bart,Homer Simpson,3,3,16
Homer vs Bart,Homer Simpson,3,3,41
Homer vs Bart,Homer Simpson,3,3,8
Homer vs Bart,Homer Simpson,3,3,11
Homer vs Bart,Bart Simpson,3,3,7
Homer vs Bart,Homer Simpson,3,3,5
Homer vs Bart,Bart Simpson,3,3,14
Homer vs Bart,Bart Simpson,3,3,7
Homer vs Bart,Bart Simpson,3,3,4
Homer vs Bart,Bart Simpson,3,3,13
Homer vs Bart,Homer Simpson,3,3,5
Homer vs Bart,Bart Simpson,3,3,18
Homer vs Bart,Homer Simpson,3,3,4
Homer vs Bart,Homer Simpson,3,3,7
Homer vs Bart,Homer Simpson,3,3,18
Homer vs Bart,Homer Simpson,3,3,4
Homer vs Bart,Bart Simpson,3,3,5
Homer vs Bart,Bart Simpson,3,3,10
Homer vs Bart,Homer Simpson,3,3,30
Homer vs Bart,Homer Simpson,3,3,3
Homer vs Bart,Homer Simpson,3,3,5
Homer vs Bart,Homer Simpson,3,3,8
Homer vs Bart,Homer Simpson,3,3,3
Homer vs Bart,Homer Simpson,3,3,2
Homer vs Bart,Homer Simpson,3,3,1
Homer vs Bart,Homer Simpson,3,3,5
Homer vs Bart,Homer Simpson,3,3,25
Homer vs Bart,Homer Simpson,3,3,7
Homer vs Bart,Homer Simpson,3,3,12
Homer vs Bart,Homer Simpson,3,3,14
Homer vs Bart,Homer Simpson,3,3,2
Homer vs Bart,Homer Simpson,3,3,5
Homer vs Bart,Homer Simpson,3,3,28
Homer vs Bart,Homer Simpson,3,3,7
Homer vs Bart,Bart Simpson,3,3,5
Homer vs Bart,Homer Simpson,3,3,1
Homer vs Bart,Homer Simpson,3,3,3
Homer vs Bart,Bart Simpson,3,3,8
Homer vs Bart,Homer Simpson,3,3,13
Homer vs Bart,Homer Simpson,3,3,14
Homer vs Bart,Homer Simpson,3,3,7
Homer vs Bart,Homer Simpson,3,3,5
Homer vs Bart,Homer Simpson,3,3,1
Homer vs Bart,Homer Simpson,3,3,13
Homer vs Bart,Bart Simpson,3,3,4
Homer vs Bart,Bart Simpson,3,3,2
Homer vs Bart,Bart Simpson,3,3,8
Homer vs Bart,Homer Simpson,3,3,11
Homer vs Bart,Homer Simpson,3,3,6
Homer vs Bart,Homer Simpson,3,3,2
Homer vs Bart,Homer Simpson,3,3,2
Homer vs Bart,Homer Simpson,3,3,1
Homer vs Bart,Homer Simpson,3,3,5
Homer vs Bart,Homer Simpson,3,3,3
Homer vs Bart,Homer Simpson,3,3,5
Homer vs Bart,Homer Simpson,3,3,8
Homer vs Bart,Homer Simpson,3,3,6
Homer vs Bart,Homer Simpson,3,3,4
Homer vs Bart,Homer Simpson,3,3,24
Homer vs Bart,Homer Simpson,3,3,7
Homer vs Bart,Homer Simpson,3,3,9
Homer vs Bart,Homer Simpson,3,3,10
Homer vs Bart,Bart Simpson,3,4,3
Homer vs Bart,Bart Simpson,3,4,1
Homer vs Bart,Bart Simpson,3,4,3
Homer vs Bart,Bart Simpson,3,4,27
Homer vs Bart,Bart Simpson,3,4,11
Homer vs Bart,Bart Simpson,3,4,8
Homer vs Bart,Homer Simpson,3,4,19
Homer vs Bart,Bart Simpson,3,4,5
Homer vs Bart,Homer Simpson,3,4,7
Homer vs Bart,Bart Simpson,3,4,3
Homer vs Bart,Bart Simpson,3,4,4
Homer vs Bart,Bart Simpson,3,4,7
Homer vs Bart,Bart Simpson,3,4,2
Homer vs Bart,Bart Simpson,3,4,12
Homer vs Bart,Bart Simpson,3,4,5
Homer vs Bart,Bart Simpson,3,4,7
Homer vs Bart,Bart Simpson,3,4,3
Homer vs Bart,Bart Simpson,3,4,5
Homer vs Bart,Bart Simpson,3,4,4
Homer vs Bart,Bart Simpson,3,4,8
Homer vs Bart,Bart Simpson,3,4,2
Homer vs Bart,Bart Simpson,3,4,4
Homer vs Bart,Bart Simpson,3,4,4
Homer vs Bart,Bart Simpson,3,4,2
Homer vs Bart,Bart Simpson,3,4,2
Homer vs Bart,Bart Simpson,3,4,1
Homer vs Bart,Bart Simpson,3,4,4
Homer vs Bart,Bart Simpson,3,4,3
Homer vs Bart,Bart Simpson,3,4,4
Homer vs Bart,Bart Simpson,3,4,1
Homer vs Bart,Bart Simpson,3,4,3
Homer vs Bart,Bart Simpson,3,4,4
Homer vs Bart,Bart Simpson,3,4,14
Homer vs Bart,Homer Simpson,3,4,5
Homer vs Bart,Bart Simpson,3,4,4
Homer vs Bart,Homer Simpson,3,4,6
Homer vs Bart,Bart Simpson,3,4,7
Homer vs Bart,Homer Simpson,3,4,5
Homer vs Bart,Bart Simpson,3,4,1
Homer vs Bart,Homer Simpson,3,4,5
Homer vs Bart,Homer Simpson,3,4,6
Homer vs Bart,Bart Simpson,3,4,10
Homer vs Bart,Homer Simpson,3,4,27
Homer vs Bart,Bart Simpson,3,4,5
Homer vs Bart,Homer Simpson,3,4,6
Homer vs Bart,Bart Simpson,3,4,11
Homer vs Bart,Bart Simpson,3,4,7
Homer vs Bart,Bart Simpson,3,4,1
Homer vs Bart,Bart Simpson,3,4,1
Homer vs Bart,Bart Simpson,3,4,4
Homer vs Bart,Bart Simpson,3,4,2
Homer vs Bart,Bart Simpson,3,4,1
Homer vs Bart,Bart Simpson,3,4,24
Homer vs Bart,Homer Simpson,3,4,27
Homer vs Bart,Homer Simpson,3,4,6
Homer vs Bart,Homer Simpson,3,4,3
Homer vs Bart,Homer Simpson,3,4,12
Homer vs Bart,Homer Simpson,3,4,13
Homer vs Bart,Homer Simpson,3,4,14
Homer vs Bart,Bart Simpson,3,4,4
Homer vs Bart,Bart Simpson,3,4,7
Homer vs Bart,Bart Simpson,3,4,2
Homer vs Bart,Bart Simpson,3,4,19
Homer vs Bart,Bart Simpson,3,4,4
Homer vs Bart,Bart Simpson,3,4,1
Homer vs Bart,Bart Simpson,3,4,5
Homer vs Bart,Bart Simpson,3,4,19
Homer vs Bart,Bart Simpson,3,4,8
Homer vs Bart,Homer Simpson,3,4,6
Homer vs Bart,Bart Simpson,3,4,5
Homer vs Bart,Bart Simpson,3,4,3
Homer vs Bart,Homer Simpson,3,4,7
Homer vs Bart,Bart Simpson,3,4,5
Homer vs Bart,Bart Simpson,3,4,1
Homer vs Bart,Homer Simpson,3,4,15
Homer vs Bart,Homer Simpson,3,4,5
Homer vs Bart,Homer Simpson,3,5,8
Homer vs Bart,Bart Simpson,3,4,2
Homer vs Bart,Bart Simpson,3,4,19
Homer vs Bart,Bart Simpson,3,4,1
Homer vs Bart,Homer Simpson,3,4,9
Homer vs Bart,Homer Simpson,3,4,11
Homer vs Bart,Homer Simpson,3,5,16
Homer vs Bart,Homer Simpson,3,5,20
Homer vs Bart,Bart Simpson,3,5,8
Homer vs Bart,Bart Simpson,3,5,7
Homer vs Bart,Bart Simpson,3,5,19
Homer vs Bart,Bart Simpson,3,5,6
Homer vs Bart,Bart Simpson,3,5,4
Homer vs Bart,Bart Simpson,3,5,35
Homer vs Bart,Bart Simpson,3,5,4
Homer vs Bart,Bart Simpson,3,5,2
Homer vs Bart,Bart Simpson,3,5,16
Homer vs Bart,Homer Simpson,3,5,11
Homer vs Bart,Homer Simpson,3,5,4
Homer vs Bart,Homer Simpson,3,5,18
Homer vs Bart,Homer Simpson,3,5,7
Homer vs Bart,Bart Simpson,3,5,11
Homer vs Bart,Homer Simpson,3,5,26
Homer vs Bart,Homer Simpson,3,5,27
Homer vs Bart,Homer Simpson,3,5,10
Homer vs Bart,Homer Simpson,3,5,18
Homer vs Bart,Homer Simpson,3,5,2
Homer vs Bart,Homer Simpson,3,5,8
Homer vs Bart,Homer Simpson,3,5,7
Homer vs Bart,Homer Simpson,3,5,1
Homer vs Bart,Homer Simpson,3,5,3
Homer vs Bart,Homer Simpson,3,5,1
Homer vs Bart,Homer Simpson,3,5,8
Homer vs Bart,Homer Simpson,3,5,41
Homer vs Bart,Homer Simpson,3,5,20
Homer vs Bart,Bart Simpson,3,5,4
Homer vs Bart,Bart Simpson,3,5,10
Homer vs Bart,Bart Simpson,3,5,5
Homer vs Bart,Bart Simpson,3,5,16
Homer vs Bart,Bart Simpson,3,5,7
Homer vs Bart,Homer Simpson,3,5,24
Homer vs Bart,Homer Simpson,3,5,3
Homer vs Bart,Homer Simpson,3,5,1
Homer vs Bart,Homer Simpson,3,5,3
Homer vs Bart,Homer Simpson,3,5,16
Homer vs Bart,Homer Simpson,3,5,2
Homer vs Bart,Bart Simpson,3,5,14
Homer vs Bart,Homer Simpson,3,5,16
Homer vs Bart,Homer Simpson,3,5,10
Homer vs Bart,Homer Simpson,3,5,4
Homer vs Bart,Bart Simpson,3,5,6
Homer vs Bart,Homer Simpson,3,5,12
Homer vs Bart,Homer Simpson,3,5,8
Homer vs Bart,Homer Simpson,3,5,6
Homer vs Bart,Homer Simpson,3,5,13
Homer vs Bart,Homer Simpson,3,5,2
Homer vs Bart,Homer Simpson,3,5,2
Homer vs Bart,Homer Simpson,3,5,8
Homer vs Bart,Bart Simpson,3,5,5
Homer vs Bart,Bart Simpson,3,5,1
Homer vs Bart,Bart Simpson,3,5,1
Homer vs Bart,Bart Simpson,3,5,12
Homer vs Bart,Bart Simpson,3,5,4
Homer vs Bart,Bart Simpson,3,5,8
Homer vs Bart,Bart Simpson,3,5,6
Homer vs Bart,Bart Simpson,3,5,19
Homer vs Bart,Homer Simpson,3,5,10
Homer vs Bart,Homer Simpson,3,5,3
Homer vs Bart,Bart Simpson,3,5,10
Homer vs Bart,Bart Simpson,3,5,11
Homer vs Bart,Bart Simpson,3,5,7
Homer vs Bart,Bart Simpson,3,5,6
Homer vs Bart,Bart Simpson,3,5,3
Homer vs Bart,Bart Simpson,3,5,2
Homer vs Bart,Homer Simpson,3,5,4
Homer vs Bart,Homer Simpson,3,5,6
Homer vs Bart,Homer Simpson,3,5,5
Homer vs Bart,Homer Simpson,3,5,2
Homer vs Bart,Homer Simpson,3,5,20
Homer vs Bart,Homer Simpson,3,5,2
Homer vs Bart,Bart Simpson,3,6,2
Homer vs Bart,Bart Simpson,3,6,12
Homer vs Bart,Bart Simpson,3,6,3
Homer vs Bart,Bart Simpson,3,6,21
Homer vs Bart,Bart Simpson,3,6,8
Homer vs Bart,Bart Simpson,3,6,2
Homer vs Bart,Bart Simpson,3,6,13
Homer vs Bart,Bart Simpson,3,6,17
Homer vs Bart,Bart Simpson,3,6,7
Homer vs Bart,Bart Simpson,3,6,4
Homer vs Bart,Bart Simpson,3,6,4
Homer vs Bart,Homer Simpson,3,6,4
Homer vs Bart,Bart Simpson,3,6,9
Homer vs Bart,Bart Simpson,3,6,8
Homer vs Bart,Homer Simpson,3,6,9
Homer vs Bart,Bart Simpson,3,6,6
Homer vs Bart,Homer Simpson,3,6,6
Homer vs Bart,Bart Simpson,3,6,6
Homer vs Bart,Homer Simpson,3,6,4
Homer vs Bart,Homer Simpson,3,6,6
Homer vs Bart,Homer Simpson,3,6,4
Homer vs Bart,Bart Simpson,3,6,4
Homer vs Bart,Homer Simpson,3,6,10
Homer vs Bart,Bart Simpson,3,6,5
Homer vs Bart,Homer Simpson,3,6,4
Homer vs Bart,Homer Simpson,3,6,9
Homer vs Bart,Bart Simpson,3,6,11
Homer vs Bart,Homer Simpson,3,6,3
Homer vs Bart,Bart Simpson,3,6,9
Homer vs Bart,Bart Simpson,3,6,8
Homer vs Bart,Homer Simpson,3,6,6
Homer vs Bart,Homer Simpson,3,6,1
Homer vs Bart,Bart Simpson,3,6,6
Homer vs Bart,Bart Simpson,3,6,1
Homer vs Bart,Bart Simpson,3,6,12
Homer vs Bart,Bart Simpson,3,6,2
Homer vs Bart,Bart Simpson,3,6,5
Homer vs Bart,Bart Simpson,3,6,11
Homer vs Bart,Bart Simpson,3,6,1
Homer vs Bart,Bart Simpson,3,6,5
Homer vs Bart,Bart Simpson,3,6,13
Homer vs Bart,Bart Simpson,3,6,10
Homer vs Bart,Bart Simpson,3,6,9
Homer vs Bart,Bart Simpson,3,6,12
Homer vs Bart,Bart Simpson,3,6,25
Homer vs Bart,Bart Simpson,3,6,10
Homer vs Bart,Bart Simpson,3,6,6
Homer vs Bart,Bart Simpson,3,6,14
Homer vs Bart,Bart Simpson,3,6,4
Homer vs Bart,Bart Simpson,3,6,12
Homer vs Bart,Bart Simpson,3,6,2
Homer vs Bart,Bart Simpson,3,6,10
Homer vs Bart,Bart Simpson,3,6,3
Homer vs Bart,Bart Simpson,3,6,8
Homer vs Bart,Bart Simpson,3,6,32
Homer vs Bart,Bart Simpson,3,6,11
Homer vs Bart,Bart Simpson,3,6,3
Homer vs Bart,Bart Simpson,3,6,17
Homer vs Bart,Bart Simpson,3,6,13
Homer vs Bart,Bart Simpson,3,6,53
Homer vs Bart,Bart Simpson,3,6,1
Homer vs Bart,Bart Simpson,3,6,1
Homer vs Bart,Bart Simpson,3,6,1
Homer vs Bart,Bart Simpson,3,6,18
Homer vs Bart,Homer Simpson,3,7,9
Homer vs Bart,Homer Simpson,3,7,13
Homer vs Bart,Homer Simpson,3,7,6
Homer vs Bart,Homer Simpson,3,7,6
Homer vs Bart,Bart Simpson,3,7,3
Homer vs Bart,Homer Simpson,3,7,8
Homer vs Bart,Bart Simpson,3,7,11
Homer vs Bart,Bart Simpson,3,7,13
Homer vs Bart,Homer Simpson,3,7,5
Homer vs Bart,Homer Simpson,3,7,13
Homer vs Bart,Bart Simpson,3,7,8
Homer vs Bart,Homer Simpson,3,7,5
Homer vs Bart,Homer Simpson,3,7,4
Homer vs Bart,Homer Simpson,3,7,11
Homer vs Bart,Homer Simpson,3,7,8
Homer vs Bart,Homer Simpson,3,7,7
Homer vs Bart,Homer Simpson,3,7,6
Homer vs Bart,Homer Simpson,3,7,1
Homer vs Bart,Bart Simpson,3,7,8
Homer vs Bart,Bart Simpson,3,7,2
Homer vs Bart,Bart Simpson,3,7,2
Homer vs Bart,Bart Simpson,3,7,2
Homer vs Bart,Bart Simpson,3,7,2
Homer vs Bart,Homer Simpson,3,7,16
Homer vs Bart,Homer Simpson,3,7,16
Homer vs Bart,Homer Simpson,3,7,8
Homer vs Bart,Bart Simpson,3,7,19
Homer vs Bart,Homer Simpson,3,7,3
Homer vs Bart,Homer Simpson,3,7,2
Homer vs Bart,Homer Simpson,3,7,10
Homer vs Bart,Homer Simpson,3,7,27
Homer vs Bart,Homer Simpson,3,7,7
Homer vs Bart,Bart Simpson,3,7,7
Homer vs Bart,Homer Simpson,3,7,49
Homer vs Bart,Homer Simpson,3,7,31
Homer vs Bart,Homer Simpson,3,7,22
Homer vs Bart,Homer Simpson,3,7,7
Homer vs Bart,Bart Simpson,3,7,2
Homer vs Bart,Bart Simpson,3,7,1
Homer vs Bart,Bart Simpson,3,7,2
Homer vs Bart,Bart Simpson,3,7,4
Homer vs Bart,Bart Simpson,3,7,2
Homer vs Bart,Homer Simpson,3,7,9
Homer vs Bart,Bart Simpson,3,7,10
Homer vs Bart,Bart Simpson,3,7,4
Homer vs Bart,Homer Simpson,3,7,12
Homer vs Bart,Bart Simpson,3,7,1
Homer vs Bart,Homer Simpson,3,7,16
Homer vs Bart,Bart Simpson,3,7,8
Homer vs Bart,Bart Simpson,3,7,10
Homer vs Bart,Bart Simpson,3,7,1
Homer vs Bart,Bart Simpson,3,7,3
Homer vs Bart,Homer Simpson,3,7,11
Homer vs Bart,Bart Simpson,3,7,5
Homer vs Bart,Homer Simpson,3,7,13
Homer vs Bart,Homer Simpson,3,7,34
Homer vs Bart,Bart Simpson,3,7,3
Homer vs Bart,Homer Simpson,3,7,7
Homer vs Bart,Homer Simpson,3,7,1
Homer vs Bart,Homer Simpson,3,7,3
Homer vs Bart,Bart Simpson,3,7,24
Homer vs Bart,Homer Simpson,3,7,12
Homer vs Bart,Bart Simpson,3,7,3
Homer vs Bart,Homer Simpson,3,7,4
Homer vs Bart,Bart Simpson,3,7,4
Homer vs Bart,Homer Simpson,3,7,4
Homer vs Bart,Bart Simpson,3,7,1
Homer vs Bart,Bart Simpson,3,7,4
Homer vs Bart,Homer Simpson,3,7,3
Homer vs Bart,Homer Simpson,3,7,23
Homer vs Bart,Homer Simpson,3,7,2
Homer vs Bart,Homer Simpson,3,7,2
Homer vs Bart,Homer Simpson,3,7,7
Homer vs Bart,Homer Simpson,3,7,1
Homer vs Bart,Homer Simpson,3,7,5
Homer vs Bart,Bart Simpson,3,7,21
Homer vs Bart,Homer Simpson,3,7,5
Homer vs Bart,Bart Simpson,3,7,2
Homer vs Bart,Homer Simpson,3,7,5
Homer vs Bart,Bart Simpson,3,7,5
Homer vs Bart,Homer Simpson,3,7,4
Homer vs Bart,Bart Simpson,3,7,17
Homer vs Bart,Homer Simpson,3,7,9
Homer vs Bart,Homer Simpson,3,7,12
Homer vs Bart,Homer Simpson,3,7,2
Homer vs Bart,Homer Simpson,3,7,6
Homer vs Bart,Homer Simpson,3,8,1
Homer vs Bart,Homer Simpson,3,8,6
Homer vs Bart,Homer Simpson,3,8,11
Homer vs Bart,Homer Simpson,3,8,24
Homer vs Bart,Homer Simpson,3,8,8
Homer vs Bart,Homer Simpson,3,8,13
Homer vs Bart,Homer Simpson,3,8,10
Homer vs Bart,Homer Simpson,3,8,15
Homer vs Bart,Homer Simpson,3,8,7
Homer vs Bart,Homer Simpson,3,8,6
Homer vs Bart,Homer Simpson,3,8,6
Homer vs Bart,Homer Simpson,3,8,10
Homer vs Bart,Bart Simpson,3,8,10
Homer vs Bart,Bart Simpson,3,8,7
Homer vs Bart,Bart Simpson,3,8,18
Homer vs Bart,Homer Simpson,3,8,7
Homer vs Bart,Homer Simpson,3,8,21
Homer vs Bart,Homer Simpson,3,8,8
Homer vs Bart,Homer Simpson,3,8,8
Homer vs Bart,Homer Simpson,3,8,8
Homer vs Bart,Homer Simpson,3,8,2
Homer vs Bart,Homer Simpson,3,8,1
Homer vs Bart,Homer Simpson,3,8,1
Homer vs Bart,Homer Simpson,3,8,10
Homer vs Bart,Homer Simpson,3,8,8
Homer vs Bart,Homer Simpson,3,8,1
Homer vs Bart,Homer Simpson,3,8,4
Homer vs Bart,Homer Simpson,3,8,9
Homer vs Bart,Homer Simpson,3,8,4
Homer vs Bart,Homer Simpson,3,8,28
Homer vs Bart,Homer Simpson,3,8,4
Homer vs Bart,Homer Simpson,3,8,13
Homer vs Bart,Homer Simpson,3,8,1
Homer vs Bart,Homer Simpson,3,8,18
Homer vs Bart,Homer Simpson,3,8,48
Homer vs Bart,Homer Simpson,3,8,13
Homer vs Bart,Homer Simpson,3,8,19
Homer vs Bart,Homer Simpson,3,8,14
Homer vs Bart,Homer Simpson,3,8,5
Homer vs Bart,Homer Simpson,3,8,3
Homer vs Bart,Homer Simpson,3,8,1
Homer vs Bart,Homer Simpson,3,8,1
Homer vs Bart,Homer Simpson,3,8,1
Homer vs Bart,Homer Simpson,3,8,6
Homer vs Bart,Homer Simpson,3,8,7
Homer vs Bart,Homer Simpson,3,8,17
Homer vs Bart,Homer Simpson,3,8,4
Homer vs Bart,Homer Simpson,3,8,1
Homer vs Bart,Homer Simpson,3,8,3
Homer vs Bart,Homer Simpson,3,8,8
Homer vs Bart,Homer Simpson,3,8,6
Homer vs Bart,Homer Simpson,3,8,17
Homer vs Bart,Homer Simpson,3,8,7
Homer vs Bart,Homer Simpson,3,8,6
Homer vs Bart,Homer Simpson,3,8,1
Homer vs Bart,Homer Simpson,3,8,6
Homer vs Bart,Homer Simpson,3,8,17
Homer vs Bart,Homer Simpson,3,8,1
Homer vs Bart,Homer Simpson,3,8,2
Homer vs Bart,Homer Simpson,3,8,5
Homer vs Bart,Homer Simpson,3,8,10
Homer vs Bart,Bart Simpson,3,8,7
Homer vs Bart,Homer Simpson,3,8,5
Homer vs Bart,Bart Simpson,3,8,10
Homer vs Bart,Homer Simpson,3,8,14
Homer vs Bart,Homer Simpson,3,8,28
Homer vs Bart,Homer Simpson,3,8,10
Homer vs Bart,Homer Simpson,3,8,4
Homer vs Bart,Homer Simpson,3,8,7
Homer vs Bart,Homer Simpson,3,8,2
Homer vs Bart,Bart Simpson,3,8,6
Homer vs Bart,Bart Simpson,3,8,6
Homer vs Bart,Bart Simpson,3,8,15
Homer vs Bart,Bart Simpson,3,8,6
Homer vs Bart,Bart Simpson,3,8,3
Homer vs Bart,Homer Simpson,3,8,6
Homer vs Bart,Homer Simpson,3,8,14
Homer vs Bart,Homer Simpson,3,8,7
Homer vs Bart,Homer Simpson,3,8,21
Homer vs Bart,Homer Simpson,3,8,7
Homer vs Bart,Homer Simpson,3,8,18
Homer vs Bart,Homer Simpson,3,8,9
Homer vs Bart,Homer Simpson,3,8,4
Homer vs Bart,Homer Simpson,3,8,3
Homer vs Bart,Homer Simpson,3,8,23
Homer vs Bart,Homer Simpson,3,8,2
Homer vs Bart,Homer Simpson,3,8,3
Homer vs Bart,Homer Simpson,3,8,1
Homer vs Bart,Homer Simpson,3,8,2
Homer vs Bart,Homer Simpson,3,8,6
Homer vs Bart,Homer Simpson,3,8,1
Homer vs Bart,Homer Simpson,3,8,5
Homer vs Bart,Homer Simpson,3,8,4
Homer vs Bart,Homer Simpson,3,8,4
Homer vs Bart,Homer Simpson,3,8,3
Homer vs Bart,Homer Simpson,3,8,1
Homer vs Bart,Homer Simpson,3,8,3
Homer vs Bart,Homer Simpson,3,8,4
Homer vs Bart,Homer Simpson,3,8,5
Homer vs Bart,Homer Simpson,3,8,26
Homer vs Bart,Bart Simpson,3,8,1
Homer vs Bart,Homer Simpson,3,8,40
Homer vs Bart,Bart Simpson,3,8,6
Homer vs Bart,Homer Simpson,3,8,2
Homer vs Bart,Homer Simpson,3,8,2
Homer vs Bart,Homer Simpson,3,8,2
Homer vs Bart,Homer Simpson,3,8,8
Homer vs Bart,Homer Simpson,3,8,5
Homer vs Bart,Homer Simpson,3,8,1
Homer vs Bart,Homer Simpson,3,8,8
Homer vs Bart,Bart Simpson,3,8,8
Homer vs Bart,Bart Simpson,3,8,5
Homer vs Bart,Homer Simpson,3,8,5
Homer vs Bart,Homer Simpson,3,8,3
Homer vs Bart,Bart Simpson,3,8,6
Homer vs Bart,Bart Simpson,3,8,12
Homer vs Bart,Bart Simpson,3,8,12
Homer vs Bart,Homer Simpson,3,8,4
Homer vs Bart,Bart Simpson,3,8,8
Homer vs Bart,Homer Simpson,3,8,2
Homer vs Bart,Homer Simpson,3,8,12
Homer vs Bart,Homer Simpson,3,8,2
Homer vs Bart,Homer Simpson,3,8,7
Homer vs Bart,Homer Simpson,3,8,1
Homer vs Bart,Homer Simpson,3,8,9
Homer vs Bart,Homer Simpson,3,9,5
Homer vs Bart,Homer Simpson,3,9,5
Homer vs Bart,Bart Simpson,3,9,7
Homer vs Bart,Homer Simpson,3,9,3
Homer vs Bart,Bart Simpson,3,9,1
Homer vs Bart,Homer Simpson,3,9,6
Homer vs Bart,Bart Simpson,3,9,12
Homer vs Bart,Homer Simpson,3,9,8
Homer vs Bart,Bart Simpson,3,9,2
Homer vs Bart,Homer Simpson,3,9,4
Homer vs Bart,Homer Simpson,3,9,5
Homer vs Bart,Homer Simpson,3,9,6
Homer vs Bart,Homer Simpson,3,9,7
Homer vs Bart,Homer Simpson,3,9,4
Homer vs Bart,Homer Simpson,3,9,7
Homer vs Bart,Homer Simpson,3,9,12
Homer vs Bart,Homer Simpson,3,9,2
Homer vs Bart,Homer Simpson,3,9,11
Homer vs Bart,Homer Simpson,3,9,5
Homer vs Bart,Homer Simpson,3,9,11
Homer vs Bart,Homer Simpson,3,9,2
Homer vs Bart,Homer Simpson,3,9,7
Homer vs Bart,Homer Simpson,3,9,16
Homer vs Bart,Homer Simpson,3,9,8
Homer vs Bart,Homer Simpson,3,9,8
Homer vs Bart,Homer Simpson,3,9,2
Homer vs Bart,Homer Simpson,3,9,25
Homer vs Bart,Homer Simpson,3,9,2
Homer vs Bart,Homer Simpson,3,9,2
Homer vs Bart,Homer Simpson,3,9,2
Homer vs Bart,Homer Simpson,3,9,1
Homer vs Bart,Homer Simpson,3,9,8
Homer vs Bart,Homer Simpson,3,9,5
Homer vs Bart,Homer Simpson,3,9,2
Homer vs Bart,Bart Simpson,3,9,1
Homer vs Bart,Homer Simpson,3,9,8
Homer vs Bart,Bart Simpson,3,9,3
Homer vs Bart,Homer Simpson,3,9,11
Homer vs Bart,Bart Simpson,3,9,6
Homer vs Bart,Homer Simpson,3,9,4
Homer vs Bart,Bart Simpson,3,9,4
Homer vs Bart,Homer Simpson,3,9,14
Homer vs Bart,Homer Simpson,3,9,3
Homer vs Bart,Homer Simpson,3,9,12
Homer vs Bart,Bart Simpson,3,9,17
Homer vs Bart,Bart Simpson,3,9,8
Homer vs Bart,Homer Simpson,3,9,2
